name,county,ward_code,ward_name,political_party,gender
AJUMA CASPER,BUSIA,1155,BUNYALA SOUTH,ORANGE DEMOCRATIC MOVEMENT,Male
AJUOGA PAUL ABWONJI,SIAYA,1170,WEST GEM,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
AJWALA NICHOLAS OGIJA,BUSIA,1154,BUNYALA WEST,AMANI NATIONAL CONGRESS,Male
AJWAN'G PETER OTIENO,SIAYA,1180,NORTH SAKWA,NEW DEMOCRATS,Male
AJWANG NICHOLAS OUMA,HOMA BAY,1254,KASGUNGA,CITIZENS CONVENTION PARTY,Male
AKAL JACOB CALEBS,MIGORI,1262,CENTRAL KAMAGAMBO,ORANGE DEMOCRATIC MOVEMENT,Male
AKAL PHILIP OKELO,MIGORI,1262,CENTRAL KAMAGAMBO,INDEPENDENT,Male
AKAMA DANIEL OGEMBO,NAIROBI CITY,1399,NJIRU,INDEPENDENT,Male
AKANGA NEWTON ESICHUPA,NAKURU,877,KIVUMBINI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
AKAPETI ERICK KEYARI,BUNGOMA,1112,KIMILILI,PEOPLES EMPOWERMENT PARTY,Male
AKASILE EMMANUEL LOCHAUN,WEST POKOT,651,SUAM,KENYA AFRICAN NATIONAL UNION,Male
AKELLO BEATRICE OTETE,BUSIA,1149,NANGINA,THE LABOUR PARTY OF KENYA,Female
AKELO STEVEN OTIENO,KISUMU,1191,SOUTH WEST KISUMU,JUBILEE PARTY,Male
AKHAYA MOSES NILLER,NAIROBI CITY,1369,KANGEMI,INDEPENDENT,Male
AKHONYA JEREMIAH INGALIA,KAKAMEGA,1004,EAST KABRAS,AMANI NATIONAL CONGRESS,Male
AKHWALE J O PATRICK,VIHIGA,1069,WEMILABI,ORANGE DEMOCRATIC MOVEMENT,Male
AKIDA AKIDA MWINYIAMANI,KWALE,35,PONGWE KIKONENI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
AKILIMALI SAMMY KAVUTSU,KILIFI,70,RABAI KISURUTINI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
AKINYI MILLICENT BATHSEBER,KISUMU,1197,MIGOSI,JUBILEE PARTY,Female
AKINYI MOLLY,HOMA BAY,1222,SOUTH KASIPUL,JUBILEE PARTY,Female
AKOKO KOSIKI FREDRICK,MIGORI,1268,CENTRAL SAKWA,NATIONAL LIBERAL PARTY,Male
AKONO PETER,TURKANA,634,KATILU,ORANGE DEMOCRATIC MOVEMENT,Male
AKORA ALFRED OBUNGU,NYAMIRA,1360,MAGWAGWA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
AKOSI BONIFACE SAKWA,KAKAMEGA,1016,SHINOYI-SHIKOMARI-ESUMEYIA,ORANGE DEMOCRATIC MOVEMENT,Male
AKOTO HENRY MUGAMANJI,TRANS NZOIA,677,KWANZA,CHAMA CHA MASHINANI,Male
AKUGO ALEX JAOKO,MIGORI,1279,CENTRAL KANYAMKAGO,ORANGE DEMOCRATIC MOVEMENT,Male
AKUKU DAVID DACHI,HOMA BAY,1223,CENTRAL KASIPUL,JUBILEE PARTY,Male
AKUKU JARED ONYANGO,KISUMU,1218,CENTRAL NYAKACH,INDEPENDENT,Male
AKUKU NAHASHON KUNGU,MIGORI,1283,KANYASA,INDEPENDENT,Male
AKULA FREDRICK CANINDO,KAKAMEGA,1047,IDAKHO SOUTH,INDEPENDENT,Male
AKUMA ISAAC ONCHIRI,KISII,1315,MASIGE WEST,INDEPENDENT,Male
AKUMU BRIAN OMONDI,SIAYA,1174,SOUTH GEM,FEDERAL PARTY OF KENYA,Male
AKUNGA CHARLES ARISI,NAIROBI CITY,1428,MOWLEM,SAFINA,Male
AKUNGA DICKSON MWEBI,KISII,1338,SENSI,INDEPENDENT,Male
AKUNGO THOMAS OMONDI,MIGORI,1286,KALER,ORANGE DEMOCRATIC MOVEMENT,Male
AKUNGU OTIENO EVANS,MIGORI,1282,KACHIEN'G,CITIZENS CONVENTION PARTY,Male
AKURI SAMSON EKUAM,TURKANA,636,KALAPATA,NATIONAL RAINBOW COALITION- KENYA,Male
AKWIMA JOSSEPH KINOTI,ISIOLO,242,BULLA PESA,ORANGE DEMOCRATIC MOVEMENT,Male
ALBERT OINO MOINDE,KISII,1308,BORABU CHITAGO,INDEPENDENT,Male
ALEMA WESLEY KIDIAVAI,VIHIGA,1055,LYADUYWA IZAVA,UNITED DEMOCRATIC PARTY,Male
ALEPER MARCHOLLO ALEXANDER,LAIKIPIA,819,THINGITHU,PARTY OF NATIONAL UNITY,Male
ALEX KARIA KITAPIT,NAROK,898,ILDAMAT,ORANGE DEMOCRATIC MOVEMENT,Male
ALEXANDER MWAI KITHINJI,THARAKA - NITHI,297,MUTHAMBI,PARTY OF NATIONAL UNITY,Male
ALFRED CHERUIYOT,KERICHO,938,CHEPSEON,JUBILEE PARTY,Male
ALFRED KALAMA NZARO,KILIFI,77,GANDA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ALFRED LANGAT KIPKIRUI ',BOMET,983,SINGORWET,JUBILEE PARTY,Male
ALFRED WANEKEYAH TEMBA,KAKAMEGA,1036,MARAMA SOUTH,INDEPENDENT,Male
ALHAD ADAM AHMED,NAIROBI CITY,1388,MAKINA,ORANGE DEMOCRATIC MOVEMENT,Male
ALI ABDI ADAN,MANDERA,213,NEBOI.,ECONOMIC FREEDOM PARTY,Male
ALI ABDI BASHIR,GARISSA,131,WABERI,AMANI NATIONAL CONGRESS,Male
ALI ABDI HASSAN,WAJIR,189,IBRAHIM URE,KENYA AFRICAN NATIONAL UNION,Male
ALI ABDIHAKIM HARET,GARISSA,152,BURA,DEMOCRATIC PARTY OF KENYA,Male
ALI ABDIRAHMAN MOHAMED,GARISSA,133,TOWNSHIP,THE LABOUR PARTY OF KENYA,Male
ALI ABDULLAHI IBRAHIM,MARSABIT,224,GOLBO,MAENDELEO CHAP CHAP PARTY,Male
ALI ABDULLAHI MOHAMED,GARISSA,149,DAMAJALE,AMANI NATIONAL CONGRESS,Male
ALI ADAN AHMED,MANDERA,206,WARGADUD,KENYA AFRICAN NATIONAL UNION,Male
ALI ADAN GICHU,NAIROBI CITY,1450,KIAMAIKO,ORANGE DEMOCRATIC MOVEMENT,Male
ALI ADAN HASSAN,ISIOLO,246,BURAT,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
ALI ADAN MOHAMED,WAJIR,167,GODOMA,JUBILEE PARTY,Male
ALI AHMED GABNAN,MANDERA,219,WARANQARA,JUBILEE PARTY,Male
ALI AHMED MOHAMED,GARISSA,131,WABERI,PEOPLES TRUST PARTY,Male
ALI ALI MOHAMMED,KILIFI,54,DABASO,UNITED DEMOCRATIC PARTY,Male
ALI ALINOOR ISSACK,WAJIR,166,DANABA,ORANGE DEMOCRATIC MOVEMENT,Male
ALI ALINUR HASSAN,MANDERA,194,DANDU,JUBILEE PARTY,Male
ALI FEISAL DAHIR,MANDERA,212,TOWNSHIP.,NATIONAL RAINBOW COALITION- KENYA,Male
ALI FUAD MOHAMED,LAMU,109,WITU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
ALI HALKANO KONSO,MARSABIT,226,URAN,JUBILEE PARTY,Male
ALI HASSAN ADAN,MANDERA,216,SALA.,ECONOMIC FREEDOM PARTY,Male
ALI HUSSEIN ABDIRASHID,WAJIR,180,ELDAS,ORANGE DEMOCRATIC MOVEMENT,Male
ALI IBRAHIM BASHIR,MANDERA,201,ASHABITO,NATIONAL RAINBOW COALITION- KENYA,Male
ALI IDRIS BOCHA,LAMU,109,WITU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ALI JAMAL,NAIROBI CITY,1436,EASTLEIGH SOUTH,INDEPENDENT,Male
ALI MOHAMED ADEN,GARISSA,157,HULUGHO,KENYA PATRIOTS PARTY,Male
ALI MOHAMED FARID,MOMBASA,9,MJAMBERE,JUBILEE PARTY,Male
ALI MOHAMED HASSAN,LAMU,104,SHELLA,AMANI NATIONAL CONGRESS,Male
ALI MWAKUWEWA BAKARI,KWALE,44,NDAVAYA,KENYA AFRICAN NATIONAL UNION,Male
ALI NOOR AHMED,WAJIR,169,TOWNSHIP,ORANGE DEMOCRATIC MOVEMENT,Male
ALI OMAR MOHAMED,MANDERA,220,ALANGO GOF,PARTY FOR DEVELOPMENT AND REFORM,Male
ALI OSMAN ABDI,GARISSA,152,BURA,JUBILEE PARTY,Male
ALI OSMAN ABDILLE SHEIKH,MANDERA,205,RHAMU-DIMTU,JUBILEE PARTY,Male
ALI RAJAB MASSOUD,KILIFI,85,SABAKI,UNITED DEMOCRATIC PARTY,Male
ALI RAMADHAN WERAMBO,UASIN GISHU,711,KIPLOMBE,ORANGE DEMOCRATIC MOVEMENT,Male
ALI SHEBAN WANDERA,BUSIA,1139,MATAYOS SOUTH,JUBILEE PARTY,Male
ALI WALIDI AHMED,LAMU,105,MKOMANI,SOCIAL DEMOCRATIC PARTY OF KENYA,Male
ALI YUSSUF ABDULLAHI,WAJIR,165,BATALU,CHAMA CHA MASHINANI,Male
ALICE CHESANGI,BOMET,980,CHEMANER,JUBILEE PARTY,Female
ALIKULA GODFREY MWAMBUSH,MOMBASA,23,BOFU,INDEPENDENT,Male
ALILA ALVIN DADIO,NAIROBI CITY,1427,UMOJA II,AMANI NATIONAL CONGRESS,Male
ALINUR IDRIS ABDI,WAJIR,162,BUTE,CHAMA CHA MASHINANI,Male
ALIO ABDULLAHI MAALIM,MANDERA,197,DERKHALE,PARTY FOR DEVELOPMENT AND REFORM,Male
ALIO ALI KULANE,MANDERA,209,ELWAK NORTH,KENYA AFRICAN NATIONAL UNION,Male
ALIO BASHIR IBRAHIM,MANDERA,200,KILIWEHIRI,ECONOMIC FREEDOM PARTY,Male
ALIO GABRIEL GALGALLO,MARSABIT,222,SOLOLO,KENYA AFRICAN NATIONAL UNION,Male
ALIO HASSANNOOR MOHAMED,MANDERA,213,NEBOI.,MAENDELEO CHAP CHAP PARTY,Male
ALIO MOHAMEDNOOR ADAN,ISIOLO,250,SERICHO,MAENDELEO CHAP CHAP PARTY,Male
ALIVITSA EMMACULATE SHINJIRI,NAIROBI CITY,1375,KABIRO,UNITED DEMOCRATIC PARTY,Female
ALLIANG'ANA COLLINS M ASILIGWA,TRANS NZOIA,691,HOSPITAL,UNITED DEMOCRATIC PARTY,Male
ALLIANGANA BENARD MUGANDA,TRANS NZOIA,697,MOTOSIET,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ALOBEI JOSEPH NGICHILI,ISIOLO,246,BURAT,AMANI NATIONAL CONGRESS,Male
ALOO MICHAEL WAKHU,KAKAMEGA,1020,MUMIAS CENTRAL,UNITED DEMOCRATIC PARTY,Male
ALPHAN HASSAN JUMA,KILIFI,57,MNARANI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
ALPHANOS BRAMWEL SHIKOKOTI,BUNGOMA,1116,NAITIRI KABUYEFWE,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
ALPHONCE HAPPY WERE,NAIROBI CITY,1447,HURUMA,INDEPENDENT,Male
ALUANGA MRS GRACE,KAKAMEGA,1034,MARENYO - SHIANDA,ORANGE DEMOCRATIC MOVEMENT,Female
ALUBAKAH HENRY NYAPERA,MIGORI,1269,GOD JOPE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ALUBE SCOLASTICAH WANJIKU,NAIROBI CITY,1442,ZIWANI KARIOKOR,ORANGE DEMOCRATIC MOVEMENT,Female
ALUKAYA SAUL,VIHIGA,1073,NORTH EAST BUNYORE,INDEPENDENT,Male
ALUKULEM DAVID JUMAA,WEST POKOT,641,RIWO,JUBILEE PARTY,Male
ALUKUMU STANLAUS MUHATSI,KAKAMEGA,1050,IDAKHO CENTRAL,JUBILEE PARTY,Male
ALUKUTSA JOSEPH PETER,VIHIGA,1071,LUANDA SOUTH,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ALUKUTSA NETO SAKWA,NAKURU,877,KIVUMBINI,INDEPENDENT,Male
ALULLAH JAPHETH OMURUNGA,KAKAMEGA,1031,NAMAMALI,INDEPENDENT,Male
ALULU CHARLES,VIHIGA,1061,SHIRU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ALUMASI ENOCK MAKANGA,KAKAMEGA,1006,MANDA-SHIVANGA,NATIONAL RAINBOW COALITION- KENYA,Male
ALUOCH DUNCAN AWUOR,KISUMU,1211,MIWANI,JUBILEE PARTY,Male
ALUSALA ERIC CHIMATUNI,KAKAMEGA,1003,CHEMUCHE,INDEPENDENT,Male
ALUSHULAH GILBERT,KAKAMEGA,1012,SHEYWE,ORANGE DEMOCRATIC MOVEMENT,Male
ALWAR EVANS OMONDI,MOMBASA,19,KONGOWEA,AMANI NATIONAL CONGRESS,Male
AMACHE GODFERY IMBAI ALIMASI,VIHIGA,1065,MUHUDU,MAENDELEO DEMOCRATIC PARTY,Male
AMADI FLORENCE ILAHITSA,VIHIGA,1055,LYADUYWA IZAVA,CITIZENS CONVENTION PARTY,Female
AMAI MOSES SAWE,UASIN GISHU,701,MOI'S BRIDGE,INDEPENDENT,Male
AMAKOMBO FRANCIS BWIRE,KAKAMEGA,1023,MUSANDA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
AMAMBA HILLARY MURAMBI,VIHIGA,1063,SHAMAKHOKHO,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
AMARA WILBUR ONYANGO,NAKURU,877,KIVUMBINI,ORANGE DEMOCRATIC MOVEMENT,Male
AMARIATI DAVID OMUSUNDI,KAKAMEGA,1035,MARAMA NORTH,INDEPENDENT,Male
AMASILE PETER P,BARINGO,786,TANGULBEI KOROSSI,PARTY FOR DEVELOPMENT AND REFORM,Male
AMATA BONFACE KAFURE,NAIROBI CITY,1449,MLANGO KUBWA,INDEPENDENT,Male
AMATA KEVIN MAGOMERE,KIAMBU,560,THETA,INDEPENDENT,Male
AMATEYA EDWARD WILSON,VIHIGA,1072,EMABUNGO,INDEPENDENT,Male
AMAYO CALVINS OCHIENG,HOMA BAY,1230,WEST KARACHUONYO,JUBILEE PARTY,Male
AMBAHA HILLARY VINCENT,KISUMU,1197,MIGOSI,PROGRESSIVE PARTY OF KENYA,Male
AMBALE EVANS GEOFFREY,KAKAMEGA,1011,BUTSOTSO CENTRAL,MAENDELEO DEMOCRATIC PARTY,Male
AMBANI KENNETH,VIHIGA,1066,TAMBUA,INDEPENDENT,Male
AMBANI SOLOMON CHUNGULI,BUNGOMA,1119,TONGAREN,PROGRESSIVE PARTY OF KENYA,Male
AMBANI WILLYHIDE SAKWA,NANDI,771,KAPKANGANI,CHAMA CHA MASHINANI,Male
AMBARE ZACHARIAH OBIAYO,VIHIGA,1054,MUNGOMA,CHAMA MWANGAZA DAIMA,Male
AMBAU JULIUS KABIRA,MERU,257,ATHIRU RUUJINE,PARTY OF NATIONAL UNITY,Male
AMBAYO MARK MUKOMA,KAKAMEGA,1006,MANDA-SHIVANGA,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
AMBENJE SIMEON MAGOTSI,KAKAMEGA,1046,ISUKHA WEST,JUBILEE PARTY,Male
AMBETSA SAMUEL,NAIROBI CITY,1409,PIPELINE,INDEPENDENT,Male
AMBEYI AGAPITUS SHIMONYO,KAKAMEGA,1014,SHIRERE,KENYA AFRICAN NATIONAL UNION,Male
AMBOGA SAMUEL ONTITA,KISII,1329,GESUSU,PARTY OF NATIONAL UNITY,Male
AMBOKO GEORGE ANDREW,KAKAMEGA,1037,KISA NORTH,PROGRESSIVE PARTY OF KENYA,Male
AMBOOKA RONALD LUKE,KAKAMEGA,1040,KISA CENTRAL,INDEPENDENT,Male
AMBUKU REBECCA KAHENDA,NYAMIRA,1353,BOGICHORA,PEOPLES DEMOCRATIC PARTY,Female
AMBULULI MICAH OMMANI,KAKAMEGA,1010,BUTSOTSO SOUTH,PROGRESSIVE PARTY OF KENYA,Male
AMBULWA STEVEN CHILUKA,KAKAMEGA,1003,CHEMUCHE,AMANI NATIONAL CONGRESS,Male
AMBUNDO ELIZABETH ONGOCHE,KAKAMEGA,1037,KISA NORTH,JUBILEE PARTY,Female
AMBUNDO LYSTONE SACHIEL,KAKAMEGA,1011,BUTSOTSO CENTRAL,ORANGE DEMOCRATIC MOVEMENT,Male
AMBUNYA GODFREY LAWRENCE,NAIROBI CITY,1427,UMOJA II,INDEPENDENT,Male
AMBUTO DENIS OCHIENG,NAIROBI CITY,1422,LOWER SAVANNAH,INDEPENDENT,Male
AMEI JACOB AEMUN,TURKANA,619,LETEA,CHAMA CHA MASHINANI,Male
AMEJA KACHEPKOW ZELEMOI,BARINGO,787,CHURO AMAYA,KENYA AFRICAN NATIONAL UNION,Male
AMEKA DIANAH OPETSI,KAKAMEGA,997,LIKUYANI,INDEPENDENT,Male
AMENYA DICKENS OTIENO,HOMA BAY,1226,KABONDO EAST,AMANI NATIONAL CONGRESS,Male
AMERIPUS MICHAEL ETABO,TURKANA,634,KATILU,INDEPENDENT,Male
AMESO SAMSON OMONDI,KISUMU,1205,NORTH SEME,ORANGE DEMOCRATIC MOVEMENT,Male
AMIANI ALEXANDER LUMUMBA,KAKAMEGA,1045,ISUKHA EAST,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
AMIMO CHARLES NJELI,VIHIGA,1072,EMABUNGO,INDEPENDENT,Male
AMIMO MAXWELL,KISUMU,1214,CHEMELIL,INDEPENDENT,Male
AMIN ABDIRAHMAN HASSAN,WAJIR,171,KHOROF HARAR,JUBILEE PARTY,Male
AMIN ATHMAN MOHAMED,LAMU,109,WITU,JUBILEE PARTY,Male
AMING'A DENNIS NYAMBOGA,KISII,1323,MAJOGE BASI,PEOPLES EMPOWERMENT PARTY,Male
AMINGA SHADRACK IKOBE,TRANS NZOIA,700,SITATUNGA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
AMIRA KEVIN,VIHIGA,1061,SHIRU,CHAMA CHA UZALENDO,Male
AMIRI ANDERSON TULIA,TAITA TAVETA,129,KASIGAU,JUBILEE PARTY,Male
AMIRU AMOS KILAHO,VIHIGA,1054,MUNGOMA,PROGRESSIVE PARTY OF KENYA,Male
AMJAD ASJAD OMAR,NAIROBI CITY,1441,PANGANI,ALLIANCE FOR REAL CHANGE,Male
AMOLLO ALBERT ODETTE,MIGORI,1273,WIGA,ORANGE DEMOCRATIC MOVEMENT,Male
AMOLLO KEVIN OKOTH,KISUMU,1186,KAJULU,AMANI NATIONAL CONGRESS,Male
AMOLLO MAURICE ODERA,SIAYA,1174,SOUTH GEM,JUBILEE PARTY,Male
AMOLO GODFREY HANNINGTON,BUSIA,1144,MARACHI CENTRAL,ORANGE DEMOCRATIC MOVEMENT,Male
AMOS MURIGI,MURANG'A,533,KIMORORI WEMPA,JUBILEE PARTY,Male
AMUGUNE DONALD NAJOLI,VIHIGA,1057,CHAVAKALI,UNITED DEMOCRATIC PARTY,Male
AMUHAYA CALYSTUS AYODI,VIHIGA,1065,MUHUDU,PROGRESSIVE PARTY OF KENYA,Male
AMUHAYA THOMAS MASAMBU,VIHIGA,1061,SHIRU,ORANGE DEMOCRATIC MOVEMENT,Male
AMUHINDA PETER AMIHANDA,VIHIGA,1069,WEMILABI,AMANI NATIONAL CONGRESS,Male
AMUKHALE JOAB MWAMTO,KAKAMEGA,1012,SHEYWE,AMANI NATIONAL CONGRESS,Male
AMUKHOYE HOWARD NYANGALA,KAKAMEGA,1040,KISA CENTRAL,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
AMUKO ISAIAH MINYA,VIHIGA,1068,LUANDA TOWNSHIP,UNITED DEMOCRATIC PARTY,Male
AMUKONYI JASON JOMAN,VIHIGA,1071,LUANDA SOUTH,INDEPENDENT,Male
AMULAVU KENNETH AMISI,VIHIGA,1062,GISAMBAI,THE NATIONAL VISION PARTY,Male
AMUMA TOASH GEORGE,TANA RIVER,90,GARSEN WEST,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
AMUNAVI ELVIS ABUKA,BUNGOMA,1117,MILIMA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
AMUNGA PAMELLA,VIHIGA,1075,WEST BUNYORE,ORANGE DEMOCRATIC MOVEMENT,Female
AMUNYANYI BONFACE SHANGA,VIHIGA,1065,MUHUDU,ORANGE DEMOCRATIC MOVEMENT,Male
AMUR MURFAD ABDALLA,MOMBASA,26,MJI WA KALE MAKADARA,ORANGE DEMOCRATIC MOVEMENT,Male
AMUSINI MAXWELL AGISU,VIHIGA,1058,NORTH MARAGOLI,PROGRESSIVE PARTY OF KENYA,Male
AMUTETE ANDREW,VIHIGA,1069,WEMILABI,INDEPENDENT,Male
AMUTETE GREY MOI,KAKAMEGA,992,LUGARI,ORANGE DEMOCRATIC MOVEMENT,Male
AMUYUNZU DANIEL MULEKE,VIHIGA,1066,TAMBUA,INDEPENDENT,Male
AMWAGO ONYANGO JOHN,MIGORI,1276,WASIMBETE,INDEPENDENT,Male
AMWATA NEMWEL,NYAMIRA,1348,KEMERA,ORANGE DEMOCRATIC MOVEMENT,Male
AMWAYI CHRISTOPHER KWACHE,VIHIGA,1073,NORTH EAST BUNYORE,THE NATIONAL VISION PARTY,Male
AMWAYI SAMSON JUMA,KAKAMEGA,1034,MARENYO - SHIANDA,INDEPENDENT,Male
AMWIRAH KITHAKA GIDEON,MERU,271,THANGATHA,INDEPENDENT,Male
AMWOMA PAUL MORANGA,KISII,1317,BASI CENTRAL,INDEPENDENT,Male
ANAKADI JACKSON MULEKE,VIHIGA,1060,BUSALI,INDEPENDENT,Male
ANALO GLADYS MADERE,VIHIGA,1060,BUSALI,AMANI NATIONAL CONGRESS,Female
ANAMPIU PETER MATIEJAGWA,MERU,280,NYAKI EAST,DEMOCRATIC PARTY OF KENYA,Male
ANAMPIU SAMSON THURANIRA,MERU,278,NTIMA WEST,JUBILEE PARTY,Male
ANDAFU DANIEL MUKHWANA,VIHIGA,1074,CENTRAL BUNYORE,INDEPENDENT,Male
ANDALE CORNELIUS NELSON,VIHIGA,1075,WEST BUNYORE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ANDANJE GILBERT W ASWANI,KAKAMEGA,1015,INGOSTSE-MATHIA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ANDANJE JOSEPH TAWAYI,KAKAMEGA,1012,SHEYWE,UNITED DEMOCRATIC PARTY,Male
ANDANJE LIVINGSTONE OLALE,KAKAMEGA,1009,BUTSOTSO EAST,PROGRESSIVE PARTY OF KENYA,Male
ANDATI PATRICK GABRIEL,KAKAMEGA,1011,BUTSOTSO CENTRAL,CHAMA MWANGAZA DAIMA,Male
ANDATI WALTER MAUBE,KAKAMEGA,1010,BUTSOTSO SOUTH,AMANI NATIONAL CONGRESS,Male
ANDEKA LUKA OKOLO,VIHIGA,1073,NORTH EAST BUNYORE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ANDERE NICODEMUS SITWAI,NAKURU,828,TURI,MAENDELEO CHAP CHAP PARTY,Male
ANDITI MAURICE,NAIROBI CITY,1404,LUCKY SUMMER,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
ANDIVA SIMON ALUDAH,VIHIGA,1054,MUNGOMA,INDEPENDENT,Male
ANDREW LOKORIO LOMURIA,SAMBURU,667,NACHOLA,PARTY OF NATIONAL UNITY,Male
ANDREW PATRICK MUNENE,MERU,292,IGOJI WEST,MAENDELEO CHAP CHAP PARTY,Male
ANDREW WEKESA SIMIYU,BUNGOMA,1106,MARAKA,JUBILEE PARTY,Male
ANG'ANA JOSECK ANEKAYA,VIHIGA,1068,LUANDA TOWNSHIP,MAENDELEO DEMOCRATIC PARTY,Male
ANG'ELEI SOLOMON,WEST POKOT,658,BATEI,JUBILEE PARTY,Male
ANG'ILA STAZO ELIJAH OMUNG'ALA,NAIROBI CITY,1421,UPPER SAVANNAH,ORANGE DEMOCRATIC MOVEMENT,Male
ANGAHIA ERIC MUYANGU,VIHIGA,1064,BANJA,JUBILEE PARTY,Male
ANGATIA RODGERS HEZEKIAH,VIHIGA,1069,WEMILABI,JUBILEE PARTY,Male
ANGATIAH OKWONEKHI ALFRED,VIHIGA,1073,NORTH EAST BUNYORE,UNITED DEMOCRATIC PARTY,Male
ANGILA MOSES OUMA,SIAYA,1167,NORTH ALEGO,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
ANGIRA BARACK OWUOR,SIAYA,1160,SIDINDI,JUBILEE PARTY,Male
ANGIRO BEATRICE ACHIENG,HOMA BAY,1254,KASGUNGA,JUBILEE PARTY,Female
ANGOGO GRAHAM KAGALI,MIGORI,1280,SOUTH KANYAMKAGO,ORANGE DEMOCRATIC MOVEMENT,Male
ANGORE EMMANUEL RIZIKI,KILIFI,64,KAYAFUNGO,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
ANGORE PETER CHANZERA,KILIFI,79,SHELLA,INDEPENDENT,Male
ANGUBA PATRICK,KAKAMEGA,1044,ISUKHA SOUTH,THE NATIONAL VISION PARTY,Male
ANGUCHE ZAKAYO MANYASA,VIHIGA,1070,MWIBONA,PROGRESSIVE PARTY OF KENYA,Male
ANGURA PATRICK OKODHE,KISUMU,1214,CHEMELIL,AMANI NATIONAL CONGRESS,Male
ANGWENYI FELIX MATOKE,KISII,1329,GESUSU,THE LABOUR PARTY OF KENYA,Male
ANGWENYI PAUL ONGERA,KISII,1338,SENSI,ORANGE DEMOCRATIC MOVEMENT,Male
ANGWENYI PEAVON NYANG'AU,KISII,1315,MASIGE WEST,KENYA SOCIAL CONGRESS,Male
ANGWEYE ERNEST LICHODI,KAKAMEGA,1050,IDAKHO CENTRAL,INDEPENDENT,Male
ANGWEYI VINCENT BARONGO,MACHAKOS,394,ATHI RIVER,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ANJICHI JESSE,VIHIGA,1069,WEMILABI,INDEPENDENT,Male
ANN KANEBU KANARIO,MERU,273,KIGUCHWA,INDEPENDENT,Female
ANNET WANGURIA LILIAN,BUSIA,1145,MARACHI EAST,AMANI NATIONAL CONGRESS,Male
ANO FRANK KADASIRA,KAKAMEGA,991,MAUTUMA,PROGRESSIVE PARTY OF KENYA,Male
ANTONY MAFURA,BUNGOMA,1095,SIBOTI,AGANO PARTY,Male
ANUNDA JAMES AIKO ANYONA,KISII,1328,MASIMBA,ORANGE DEMOCRATIC MOVEMENT,Male
ANUNDA JULIUS NYAUMA,NYAMIRA,1356,TOWNSHIP,RESTORE AND BUILD KENYA,Male
ANUPI DORCUS PAULINE,VIHIGA,1070,MWIBONA,AMANI NATIONAL CONGRESS,Female
ANYANGA PASILITA CHISIENYA,NAIROBI CITY,1448,NGEI,INDEPENDENT,Female
ANYANGO GORDON FRANKLIN JALLANGO,SIAYA,1177,SOUTH SAKWA,PEOPLES TRUST PARTY,Male
ANYANGO KILION OSUR,KISUMU,1214,CHEMELIL,FARMERS PARTY,Male
ANYANGO SYLAS MADINGU,SIAYA,1171,CENTRAL GEM,INDEPENDENT,Male
ANYANGU BONFACE ALOYO,KAKAMEGA,1011,BUTSOTSO CENTRAL,INDEPENDENT,Male
ANYANJE COLLINS AYUGU,VIHIGA,1064,BANJA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ANYEGA VINCENT ISIDORE,KISII,1342,BOGEKA,KENYA SOCIAL CONGRESS,Male
ANYERA JOEL OMUKOKO,KAKAMEGA,1033,MARAMA CENTRAL,INDEPENDENT,Male
ANYONA CHARLES MASESE,KISII,1336,IBENO,REPUBLICAN LIBERTY PARTY,Male
ANYONA MOSES NYABWANSU,KISII,1319,BASI BOGETAORIO,MAENDELEO CHAP CHAP PARTY,Male
